run:
Avg[n= 100	m= 2	p= 0.05	p*= 0.005	URLIG: 91.96	Gnp*: 74.84	URLIG/Gnp*: 1.23	Gnp: 1.48	URLIG/Gnp: 62.14]
Avg[n= 100	m= 2	p= 0.65	p*= 0.538	URLIG: 13.19	Gnp*: 1.0	URLIG/Gnp*: 13.19	Gnp: 1.0	URLIG/Gnp: 13.19]
Avg[n= 100	m= 2	p= 0.7	p*= 0.603	URLIG: 10.35	Gnp*: 1.0	URLIG/Gnp*: 10.35	Gnp: 1.0	URLIG/Gnp: 10.35]
Avg[n= 100	m= 2	p= 0.75	p*= 0.668	URLIG: 7.19	Gnp*: 1.0	URLIG/Gnp*: 7.19	Gnp: 1.0	URLIG/Gnp: 7.19]
Avg[n= 100	m= 2	p= 0.8	p*= 0.734	URLIG: 4.8	Gnp*: 1.0	URLIG/Gnp*: 4.8	Gnp: 1.0	URLIG/Gnp: 4.8]
Avg[n= 100	m= 2	p= 0.85	p*= 0.8	URLIG: 3.07	Gnp*: 1.0	URLIG/Gnp*: 3.07	Gnp: 1.0	URLIG/Gnp: 3.07]
Avg[n= 100	m= 2	p= 0.9	p*= 0.867	URLIG: 1.86	Gnp*: 1.0	URLIG/Gnp*: 1.86	Gnp: 1.0	URLIG/Gnp: 1.86]
Avg[n= 100	m= 2	p= 0.95	p*= 0.933	URLIG: 1.31	Gnp*: 1.0	URLIG/Gnp*: 1.31	Gnp: 1.0	URLIG/Gnp: 1.31]
Avg[n= 100	m= 3	p= 0.05	p*= 0.007	URLIG: 88.16	Gnp*: 65.87	URLIG/Gnp*: 1.34	Gnp: 1.71	URLIG/Gnp: 51.56]
Avg[n= 100	m= 3	p= 0.1	p*= 0.026	URLIG: 74.79	Gnp*: 8.44	URLIG/Gnp*: 8.86	Gnp: 1.01	URLIG/Gnp: 74.05]
Avg[n= 100	m= 3	p= 0.15	p*= 0.055	URLIG: 61.82	Gnp*: 1.34	URLIG/Gnp*: 46.13	Gnp: 1.0	URLIG/Gnp: 61.82]
Avg[n= 100	m= 3	p= 0.2	p*= 0.092	URLIG: 52.03	Gnp*: 1.0	URLIG/Gnp*: 52.03	Gnp: 1.0	URLIG/Gnp: 52.03]
Avg[n= 100	m= 3	p= 0.25	p*= 0.136	URLIG: 43.5	Gnp*: 1.0	URLIG/Gnp*: 43.5	Gnp: 1.0	URLIG/Gnp: 43.5]
Avg[n= 100	m= 3	p= 0.3	p*= 0.184	URLIG: 34.89	Gnp*: 1.0	URLIG/Gnp*: 34.89	Gnp: 1.0	URLIG/Gnp: 34.89]
Avg[n= 100	m= 3	p= 0.35	p*= 0.235	URLIG: 28.23	Gnp*: 1.0	URLIG/Gnp*: 28.23	Gnp: 1.0	URLIG/Gnp: 28.23]
Avg[n= 100	m= 3	p= 0.4	p*= 0.289	URLIG: 22.7	Gnp*: 1.0	URLIG/Gnp*: 22.7	Gnp: 1.0	URLIG/Gnp: 22.7]
Avg[n= 100	m= 3	p= 0.45	p*= 0.346	URLIG: 17.18	Gnp*: 1.0	URLIG/Gnp*: 17.18	Gnp: 1.0	URLIG/Gnp: 17.18]
Avg[n= 100	m= 3	p= 0.5	p*= 0.403	URLIG: 13.73	Gnp*: 1.0	URLIG/Gnp*: 13.73	Gnp: 1.0	URLIG/Gnp: 13.73]
Avg[n= 100	m= 3	p= 0.55	p*= 0.462	URLIG: 9.92	Gnp*: 1.0	URLIG/Gnp*: 9.92	Gnp: 1.0	URLIG/Gnp: 9.92]
Avg[n= 100	m= 3	p= 0.6	p*= 0.521	URLIG: 7.26	Gnp*: 1.0	URLIG/Gnp*: 7.26	Gnp: 1.0	URLIG/Gnp: 7.26]
Avg[n= 100	m= 3	p= 0.65	p*= 0.58	URLIG: 5.27	Gnp*: 1.0	URLIG/Gnp*: 5.27	Gnp: 1.0	URLIG/Gnp: 5.27]
Avg[n= 100	m= 3	p= 0.7	p*= 0.64	URLIG: 3.65	Gnp*: 1.0	URLIG/Gnp*: 3.65	Gnp: 1.0	URLIG/Gnp: 3.65]
Avg[n= 100	m= 3	p= 0.75	p*= 0.7	URLIG: 2.46	Gnp*: 1.0	URLIG/Gnp*: 2.46	Gnp: 1.0	URLIG/Gnp: 2.46]
Avg[n= 100	m= 3	p= 0.8	p*= 0.76	URLIG: 1.63	Gnp*: 1.0	URLIG/Gnp*: 1.63	Gnp: 1.0	URLIG/Gnp: 1.63]
Avg[n= 100	m= 3	p= 0.85	p*= 0.82	URLIG: 1.27	Gnp*: 1.0	URLIG/Gnp*: 1.27	Gnp: 1.0	URLIG/Gnp: 1.27]
Avg[n= 100	m= 3	p= 0.9	p*= 0.88	URLIG: 1.04	Gnp*: 1.0	URLIG/Gnp*: 1.04	Gnp: 1.0	URLIG/Gnp: 1.04]
Avg[n= 100	m= 3	p= 0.95	p*= 0.94	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 100	m= 4	p= 0.05	p*= 0.009	URLIG: 84.49	Gnp*: 55.25	URLIG/Gnp*: 1.53	Gnp: 1.54	URLIG/Gnp: 54.86]
Avg[n= 100	m= 4	p= 0.1	p*= 0.033	URLIG: 66.25	Gnp*: 5.12	URLIG/Gnp*: 12.94	Gnp: 1.01	URLIG/Gnp: 65.59]
Avg[n= 100	m= 4	p= 0.15	p*= 0.067	URLIG: 52.77	Gnp*: 1.08	URLIG/Gnp*: 48.86	Gnp: 1.0	URLIG/Gnp: 52.77]
Avg[n= 100	m= 4	p= 0.2	p*= 0.11	URLIG: 42.8	Gnp*: 1.0	URLIG/Gnp*: 42.8	Gnp: 1.0	URLIG/Gnp: 42.8]
Avg[n= 100	m= 4	p= 0.25	p*= 0.157	URLIG: 32.52	Gnp*: 1.0	URLIG/Gnp*: 32.52	Gnp: 1.0	URLIG/Gnp: 32.52]
Avg[n= 100	m= 4	p= 0.3	p*= 0.208	URLIG: 25.31	Gnp*: 1.0	URLIG/Gnp*: 25.31	Gnp: 1.0	URLIG/Gnp: 25.31]
Avg[n= 100	m= 4	p= 0.35	p*= 0.262	URLIG: 18.48	Gnp*: 1.0	URLIG/Gnp*: 18.48	Gnp: 1.0	URLIG/Gnp: 18.48]
Avg[n= 100	m= 4	p= 0.4	p*= 0.317	URLIG: 14.01	Gnp*: 1.0	URLIG/Gnp*: 14.01	Gnp: 1.0	URLIG/Gnp: 14.01]
Avg[n= 100	m= 4	p= 0.45	p*= 0.373	URLIG: 10.06	Gnp*: 1.0	URLIG/Gnp*: 10.06	Gnp: 1.0	URLIG/Gnp: 10.06]
Avg[n= 100	m= 4	p= 0.5	p*= 0.429	URLIG: 7.45	Gnp*: 1.0	URLIG/Gnp*: 7.45	Gnp: 1.0	URLIG/Gnp: 7.45]
Avg[n= 100	m= 4	p= 0.55	p*= 0.486	URLIG: 5.0	Gnp*: 1.0	URLIG/Gnp*: 5.0	Gnp: 1.0	URLIG/Gnp: 5.0]
Avg[n= 100	m= 4	p= 0.6	p*= 0.543	URLIG: 3.39	Gnp*: 1.0	URLIG/Gnp*: 3.39	Gnp: 1.0	URLIG/Gnp: 3.39]
Avg[n= 100	m= 4	p= 0.65	p*= 0.6	URLIG: 2.37	Gnp*: 1.0	URLIG/Gnp*: 2.37	Gnp: 1.0	URLIG/Gnp: 2.37]
Avg[n= 100	m= 4	p= 0.7	p*= 0.657	URLIG: 1.72	Gnp*: 1.0	URLIG/Gnp*: 1.72	Gnp: 1.0	URLIG/Gnp: 1.72]
Avg[n= 100	m= 4	p= 0.75	p*= 0.714	URLIG: 1.41	Gnp*: 1.0	URLIG/Gnp*: 1.41	Gnp: 1.0	URLIG/Gnp: 1.41]
Avg[n= 100	m= 4	p= 0.8	p*= 0.771	URLIG: 1.16	Gnp*: 1.0	URLIG/Gnp*: 1.16	Gnp: 1.0	URLIG/Gnp: 1.16]
Avg[n= 100	m= 4	p= 0.85	p*= 0.829	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 100	m= 4	p= 0.9	p*= 0.886	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 100	m= 4	p= 0.95	p*= 0.943	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 5	p= 0.05	p*= 0.011	URLIG: 79.87	Gnp*: 45.86	URLIG/Gnp*: 1.74	Gnp: 1.56	URLIG/Gnp: 51.2]
Avg[n= 100	m= 5	p= 0.1	p*= 0.039	URLIG: 60.63	Gnp*: 3.25	URLIG/Gnp*: 18.66	Gnp: 1.0	URLIG/Gnp: 60.63]
Avg[n= 100	m= 5	p= 0.15	p*= 0.077	URLIG: 45.08	Gnp*: 1.04	URLIG/Gnp*: 43.35	Gnp: 1.0	URLIG/Gnp: 45.08]
Avg[n= 100	m= 5	p= 0.2	p*= 0.123	URLIG: 33.87	Gnp*: 1.0	URLIG/Gnp*: 33.87	Gnp: 1.0	URLIG/Gnp: 33.87]
Avg[n= 100	m= 5	p= 0.25	p*= 0.173	URLIG: 25.95	Gnp*: 1.0	URLIG/Gnp*: 25.95	Gnp: 1.0	URLIG/Gnp: 25.95]
Avg[n= 100	m= 5	p= 0.3	p*= 0.225	URLIG: 17.94	Gnp*: 1.0	URLIG/Gnp*: 17.94	Gnp: 1.0	URLIG/Gnp: 17.94]
Avg[n= 100	m= 5	p= 0.35	p*= 0.279	URLIG: 12.75	Gnp*: 1.0	URLIG/Gnp*: 12.75	Gnp: 1.0	URLIG/Gnp: 12.75]
Avg[n= 100	m= 5	p= 0.4	p*= 0.334	URLIG: 8.81	Gnp*: 1.0	URLIG/Gnp*: 8.81	Gnp: 1.0	URLIG/Gnp: 8.81]
Avg[n= 100	m= 5	p= 0.45	p*= 0.389	URLIG: 5.96	Gnp*: 1.0	URLIG/Gnp*: 5.96	Gnp: 1.0	URLIG/Gnp: 5.96]
Avg[n= 100	m= 5	p= 0.5	p*= 0.445	URLIG: 4.14	Gnp*: 1.0	URLIG/Gnp*: 4.14	Gnp: 1.0	URLIG/Gnp: 4.14]
Avg[n= 100	m= 5	p= 0.55	p*= 0.5	URLIG: 2.63	Gnp*: 1.0	URLIG/Gnp*: 2.63	Gnp: 1.0	URLIG/Gnp: 2.63]
Avg[n= 100	m= 5	p= 0.6	p*= 0.556	URLIG: 2.03	Gnp*: 1.0	URLIG/Gnp*: 2.03	Gnp: 1.0	URLIG/Gnp: 2.03]
Avg[n= 100	m= 5	p= 0.65	p*= 0.611	URLIG: 1.42	Gnp*: 1.0	URLIG/Gnp*: 1.42	Gnp: 1.0	URLIG/Gnp: 1.42]
Avg[n= 100	m= 5	p= 0.7	p*= 0.667	URLIG: 1.16	Gnp*: 1.0	URLIG/Gnp*: 1.16	Gnp: 1.0	URLIG/Gnp: 1.16]
Avg[n= 100	m= 5	p= 0.75	p*= 0.722	URLIG: 1.11	Gnp*: 1.0	URLIG/Gnp*: 1.11	Gnp: 1.0	URLIG/Gnp: 1.11]
Avg[n= 100	m= 5	p= 0.8	p*= 0.778	URLIG: 1.04	Gnp*: 1.0	URLIG/Gnp*: 1.04	Gnp: 1.0	URLIG/Gnp: 1.04]
Avg[n= 100	m= 5	p= 0.85	p*= 0.833	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 5	p= 0.9	p*= 0.889	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 5	p= 0.95	p*= 0.944	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 6	p= 0.05	p*= 0.013	URLIG: 77.7	Gnp*: 39.39	URLIG/Gnp*: 1.97	Gnp: 1.66	URLIG/Gnp: 46.81]
Avg[n= 100	m= 6	p= 0.1	p*= 0.044	URLIG: 53.48	Gnp*: 2.16	URLIG/Gnp*: 24.76	Gnp: 1.0	URLIG/Gnp: 53.48]
Avg[n= 100	m= 6	p= 0.15	p*= 0.086	URLIG: 38.29	Gnp*: 1.01	URLIG/Gnp*: 37.91	Gnp: 1.0	URLIG/Gnp: 38.29]
Avg[n= 100	m= 6	p= 0.2	p*= 0.134	URLIG: 27.12	Gnp*: 1.0	URLIG/Gnp*: 27.12	Gnp: 1.0	URLIG/Gnp: 27.12]
Avg[n= 100	m= 6	p= 0.25	p*= 0.185	URLIG: 18.42	Gnp*: 1.0	URLIG/Gnp*: 18.42	Gnp: 1.0	URLIG/Gnp: 18.42]
Avg[n= 100	m= 6	p= 0.3	p*= 0.238	URLIG: 13.2	Gnp*: 1.0	URLIG/Gnp*: 13.2	Gnp: 1.0	URLIG/Gnp: 13.2]
Avg[n= 100	m= 6	p= 0.35	p*= 0.291	URLIG: 8.28	Gnp*: 1.0	URLIG/Gnp*: 8.28	Gnp: 1.0	URLIG/Gnp: 8.28]
Avg[n= 100	m= 6	p= 0.4	p*= 0.346	URLIG: 5.78	Gnp*: 1.0	URLIG/Gnp*: 5.78	Gnp: 1.0	URLIG/Gnp: 5.78]
Avg[n= 100	m= 6	p= 0.45	p*= 0.4	URLIG: 3.46	Gnp*: 1.0	URLIG/Gnp*: 3.46	Gnp: 1.0	URLIG/Gnp: 3.46]
Avg[n= 100	m= 6	p= 0.5	p*= 0.455	URLIG: 2.5	Gnp*: 1.0	URLIG/Gnp*: 2.5	Gnp: 1.0	URLIG/Gnp: 2.5]
Avg[n= 100	m= 6	p= 0.55	p*= 0.509	URLIG: 1.88	Gnp*: 1.0	URLIG/Gnp*: 1.88	Gnp: 1.0	URLIG/Gnp: 1.88]
Avg[n= 100	m= 6	p= 0.6	p*= 0.564	URLIG: 1.39	Gnp*: 1.0	URLIG/Gnp*: 1.39	Gnp: 1.0	URLIG/Gnp: 1.39]
Avg[n= 100	m= 6	p= 0.65	p*= 0.618	URLIG: 1.13	Gnp*: 1.0	URLIG/Gnp*: 1.13	Gnp: 1.0	URLIG/Gnp: 1.13]
Avg[n= 100	m= 6	p= 0.7	p*= 0.673	URLIG: 1.08	Gnp*: 1.0	URLIG/Gnp*: 1.08	Gnp: 1.0	URLIG/Gnp: 1.08]
Avg[n= 100	m= 6	p= 0.75	p*= 0.727	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 100	m= 6	p= 0.8	p*= 0.782	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 6	p= 0.85	p*= 0.836	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 6	p= 0.9	p*= 0.891	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 6	p= 0.95	p*= 0.945	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 7	p= 0.05	p*= 0.014	URLIG: 73.28	Gnp*: 32.06	URLIG/Gnp*: 2.29	Gnp: 1.47	URLIG/Gnp: 49.85]
Avg[n= 100	m= 7	p= 0.1	p*= 0.048	URLIG: 47.71	Gnp*: 1.71	URLIG/Gnp*: 27.9	Gnp: 1.02	URLIG/Gnp: 46.77]
Avg[n= 100	m= 7	p= 0.15	p*= 0.093	URLIG: 32.07	Gnp*: 1.01	URLIG/Gnp*: 31.75	Gnp: 1.0	URLIG/Gnp: 32.07]
Avg[n= 100	m= 7	p= 0.2	p*= 0.142	URLIG: 21.7	Gnp*: 1.0	URLIG/Gnp*: 21.7	Gnp: 1.0	URLIG/Gnp: 21.7]
Avg[n= 100	m= 7	p= 0.25	p*= 0.194	URLIG: 14.02	Gnp*: 1.0	URLIG/Gnp*: 14.02	Gnp: 1.0	URLIG/Gnp: 14.02]
Avg[n= 100	m= 7	p= 0.3	p*= 0.247	URLIG: 9.18	Gnp*: 1.0	URLIG/Gnp*: 9.18	Gnp: 1.0	URLIG/Gnp: 9.18]
Avg[n= 100	m= 7	p= 0.35	p*= 0.3	URLIG: 5.84	Gnp*: 1.0	URLIG/Gnp*: 5.84	Gnp: 1.0	URLIG/Gnp: 5.84]
Avg[n= 100	m= 7	p= 0.4	p*= 0.354	URLIG: 4.08	Gnp*: 1.0	URLIG/Gnp*: 4.08	Gnp: 1.0	URLIG/Gnp: 4.08]
Avg[n= 100	m= 7	p= 0.45	p*= 0.408	URLIG: 2.49	Gnp*: 1.0	URLIG/Gnp*: 2.49	Gnp: 1.0	URLIG/Gnp: 2.49]
Avg[n= 100	m= 7	p= 0.5	p*= 0.462	URLIG: 1.74	Gnp*: 1.0	URLIG/Gnp*: 1.74	Gnp: 1.0	URLIG/Gnp: 1.74]
Avg[n= 100	m= 7	p= 0.55	p*= 0.515	URLIG: 1.29	Gnp*: 1.0	URLIG/Gnp*: 1.29	Gnp: 1.0	URLIG/Gnp: 1.29]
Avg[n= 100	m= 7	p= 0.6	p*= 0.569	URLIG: 1.13	Gnp*: 1.0	URLIG/Gnp*: 1.13	Gnp: 1.0	URLIG/Gnp: 1.13]
Avg[n= 100	m= 7	p= 0.65	p*= 0.623	URLIG: 1.1	Gnp*: 1.0	URLIG/Gnp*: 1.1	Gnp: 1.0	URLIG/Gnp: 1.1]
Avg[n= 100	m= 7	p= 0.7	p*= 0.677	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 100	m= 7	p= 0.75	p*= 0.731	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 7	p= 0.8	p*= 0.785	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 7	p= 0.85	p*= 0.838	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 7	p= 0.9	p*= 0.892	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 7	p= 0.95	p*= 0.946	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 8	p= 0.05	p*= 0.016	URLIG: 70.57	Gnp*: 27.39	URLIG/Gnp*: 2.58	Gnp: 1.63	URLIG/Gnp: 43.29]
Avg[n= 100	m= 8	p= 0.1	p*= 0.052	URLIG: 42.96	Gnp*: 1.45	URLIG/Gnp*: 29.63	Gnp: 1.0	URLIG/Gnp: 42.96]
Avg[n= 100	m= 8	p= 0.15	p*= 0.098	URLIG: 28.92	Gnp*: 1.02	URLIG/Gnp*: 28.35	Gnp: 1.0	URLIG/Gnp: 28.92]
Avg[n= 100	m= 8	p= 0.2	p*= 0.149	URLIG: 17.7	Gnp*: 1.0	URLIG/Gnp*: 17.7	Gnp: 1.0	URLIG/Gnp: 17.7]
Avg[n= 100	m= 8	p= 0.25	p*= 0.201	URLIG: 11.46	Gnp*: 1.0	URLIG/Gnp*: 11.46	Gnp: 1.0	URLIG/Gnp: 11.46]
Avg[n= 100	m= 8	p= 0.3	p*= 0.254	URLIG: 6.76	Gnp*: 1.0	URLIG/Gnp*: 6.76	Gnp: 1.0	URLIG/Gnp: 6.76]
Avg[n= 100	m= 8	p= 0.35	p*= 0.307	URLIG: 4.59	Gnp*: 1.0	URLIG/Gnp*: 4.59	Gnp: 1.0	URLIG/Gnp: 4.59]
Avg[n= 100	m= 8	p= 0.4	p*= 0.36	URLIG: 2.76	Gnp*: 1.0	URLIG/Gnp*: 2.76	Gnp: 1.0	URLIG/Gnp: 2.76]
Avg[n= 100	m= 8	p= 0.45	p*= 0.413	URLIG: 1.92	Gnp*: 1.0	URLIG/Gnp*: 1.92	Gnp: 1.0	URLIG/Gnp: 1.92]
Avg[n= 100	m= 8	p= 0.5	p*= 0.467	URLIG: 1.32	Gnp*: 1.0	URLIG/Gnp*: 1.32	Gnp: 1.0	URLIG/Gnp: 1.32]
Avg[n= 100	m= 8	p= 0.55	p*= 0.52	URLIG: 1.15	Gnp*: 1.0	URLIG/Gnp*: 1.15	Gnp: 1.0	URLIG/Gnp: 1.15]
Avg[n= 100	m= 8	p= 0.6	p*= 0.573	URLIG: 1.08	Gnp*: 1.0	URLIG/Gnp*: 1.08	Gnp: 1.0	URLIG/Gnp: 1.08]
Avg[n= 100	m= 8	p= 0.65	p*= 0.627	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 8	p= 0.7	p*= 0.68	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 100	m= 8	p= 0.75	p*= 0.733	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 8	p= 0.8	p*= 0.787	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 8	p= 0.85	p*= 0.84	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 8	p= 0.9	p*= 0.893	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 8	p= 0.95	p*= 0.947	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 9	p= 0.05	p*= 0.017	URLIG: 66.65	Gnp*: 23.5	URLIG/Gnp*: 2.84	Gnp: 1.64	URLIG/Gnp: 40.64]
Avg[n= 100	m= 9	p= 0.1	p*= 0.056	URLIG: 39.81	Gnp*: 1.4	URLIG/Gnp*: 28.44	Gnp: 1.01	URLIG/Gnp: 39.42]
Avg[n= 100	m= 9	p= 0.15	p*= 0.103	URLIG: 24.31	Gnp*: 1.01	URLIG/Gnp*: 24.07	Gnp: 1.0	URLIG/Gnp: 24.31]
Avg[n= 100	m= 9	p= 0.2	p*= 0.154	URLIG: 13.61	Gnp*: 1.0	URLIG/Gnp*: 13.61	Gnp: 1.0	URLIG/Gnp: 13.61]
Avg[n= 100	m= 9	p= 0.25	p*= 0.206	URLIG: 8.77	Gnp*: 1.0	URLIG/Gnp*: 8.77	Gnp: 1.0	URLIG/Gnp: 8.77]
Avg[n= 100	m= 9	p= 0.3	p*= 0.259	URLIG: 5.1	Gnp*: 1.0	URLIG/Gnp*: 5.1	Gnp: 1.0	URLIG/Gnp: 5.1]
Avg[n= 100	m= 9	p= 0.35	p*= 0.312	URLIG: 3.01	Gnp*: 1.0	URLIG/Gnp*: 3.01	Gnp: 1.0	URLIG/Gnp: 3.01]
Avg[n= 100	m= 9	p= 0.4	p*= 0.365	URLIG: 2.1	Gnp*: 1.0	URLIG/Gnp*: 2.1	Gnp: 1.0	URLIG/Gnp: 2.1]
Avg[n= 100	m= 9	p= 0.45	p*= 0.418	URLIG: 1.39	Gnp*: 1.0	URLIG/Gnp*: 1.39	Gnp: 1.0	URLIG/Gnp: 1.39]
Avg[n= 100	m= 9	p= 0.5	p*= 0.471	URLIG: 1.19	Gnp*: 1.0	URLIG/Gnp*: 1.19	Gnp: 1.0	URLIG/Gnp: 1.19]
Avg[n= 100	m= 9	p= 0.55	p*= 0.524	URLIG: 1.06	Gnp*: 1.0	URLIG/Gnp*: 1.06	Gnp: 1.0	URLIG/Gnp: 1.06]
Avg[n= 100	m= 9	p= 0.6	p*= 0.576	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 9	p= 0.65	p*= 0.629	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 9	p= 0.7	p*= 0.682	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 9	p= 0.75	p*= 0.735	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 9	p= 0.8	p*= 0.788	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 9	p= 0.85	p*= 0.841	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 9	p= 0.9	p*= 0.894	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
